CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,DIMENSAO,CATEGORIA,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
01031,SANTA ROSA DO PURUS,3,152,1082,GÊNERO,FEMININO,118,110,2,0
01031,SANTA ROSA DO PURUS,3,152,1082,GÊNERO,MASCULINO,110,97,1,0
01031,SANTA ROSA DO PURUS,3,157,1082,GÊNERO,FEMININO,100,88,0,0
01031,SANTA ROSA DO PURUS,3,157,1082,GÊNERO,MASCULINO,132,114,2,0
01031,SANTA ROSA DO PURUS,3,170,1015,GÊNERO,FEMININO,107,107,0,0
01031,SANTA ROSA DO PURUS,3,170,1015,GÊNERO,MASCULINO,104,104,1,0
01031,SANTA ROSA DO PURUS,3,172,1023,GÊNERO,FEMININO,57,57,0,0
01031,SANTA ROSA DO PURUS,3,172,1023,GÊNERO,MASCULINO,68,68,1,0
01040,MARECHAL THAUMATURGO,4,73,1015,GÊNERO,FEMININO,148,130,0,0
01040,MARECHAL THAUMATURGO,4,73,1015,GÊNERO,MASCULINO,131,122,0,0
01040,MARECHAL THAUMATURGO,4,74,1023,GÊNERO,FEMININO,125,117,0,0
01040,MARECHAL THAUMATURGO,4,74,1023,GÊNERO,MASCULINO,150,134,0,0
01040,MARECHAL THAUMATURGO,4,75,1023,GÊNERO,FEMININO,121,106,0,0
01040,MARECHAL THAUMATURGO,4,75,1023,GÊNERO,MASCULINO,154,133,0,0
01040,MARECHAL THAUMATURGO,4,76,1031,GÊNERO,FEMININO,99,99,0,0
01040,MARECHAL THAUMATURGO,4,76,1031,GÊNERO,MASCULINO,123,121,0,0
